[Path1] new start x:14.3355 y:47.7906 t:180
[Path1] new goal x:55.1932 y:37.1601 t:357.709
[Path1] 开始路径规划...
[Path1] A*搜索完成，用时: 0.0089271 秒
[Path1] Raw Path (x, y, heading_deg, drive):
  14.3355, 47.7906, 180, 正向
  15.0407, 47.749, 186.75, 倒车
  15.7459, 47.7906, 193.5, 倒车
  16.4414, 47.9148, 200.25, 倒车
  17.1174, 48.1198, 207, 倒车
  17.7647, 48.4029, 213.75, 倒车
  18.3741, 48.7602, 220.5, 倒车
  18.9374, 49.1865, 227.25, 倒车
  19.4467, 49.6762, 234, 倒车
  19.8948, 50.2223, 240.75, 倒车
  20.2757, 50.8172, 247.5, 倒车
  19.9674, 50.1816, 254.25, 正向
  19.7772, 49.201, 263.799, 正向
  19.7524, 48.2025, 273.349, 正向
  19.8935, 47.2137, 282.898, 正向
  20.1967, 46.262, 292.447, 正向
  20.6536, 45.3738, 301.996, 正向
  21.2516, 44.5737, 311.546, 正向
  21.974, 43.8838, 321.095, 正向
  22.8008, 43.3234, 330.644, 正向
  23.7091, 42.9079, 340.194, 正向
  24.6737, 42.6489, 349.696, 正向
  25.6576, 42.47, 349.696, 正向
  26.6415, 42.2911, 349.696, 正向
  27.6254, 42.1123, 349.696, 正向
  28.6092, 41.9334, 349.696, 正向
  29.5931, 41.7545, 349.696, 正向
  30.577, 41.5757, 349.696, 正向
  31.5609, 41.3968, 349.696, 正向
  32.5447, 41.2179, 349.696, 正向
  33.5286, 41.0391, 349.696, 正向
  34.5125, 40.8602, 349.696, 正向
  35.4964, 40.6813, 349.696, 正向
  36.4802, 40.5025, 349.696, 正向
  37.4641, 40.3236, 349.696, 正向
  38.448, 40.1447, 349.696, 正向
  39.4319, 39.9659, 349.696, 正向
  40.4157, 39.787, 349.696, 正向
  41.3996, 39.6082, 349.696, 正向
  42.3835, 39.4293, 349.696, 正向
  43.3673, 39.2504, 349.696, 正向
  44.3512, 39.0716, 349.696, 正向
  45.3351, 38.8927, 349.696, 正向
  46.319, 38.7138, 349.696, 正向
  47.3028, 38.535, 349.696, 正向
  48.2867, 38.3561, 349.696, 正向
  49.2706, 38.1772, 349.696, 正向
  50.2545, 37.9984, 349.696, 正向
  51.2383, 37.8195, 349.696, 正向
  52.2222, 37.6406, 349.696, 正向
  53.2061, 37.4618, 349.696, 正向
  54.19, 37.2829, 349.696, 正向
  55.1814, 37.1605, 357.597, 正向
[Path1] Smoothed Path (x, y, heading_deg, drive):
  14.3355, 47.7906, 180, 正向
  15.0407, 47.749, 186.75, 倒车
  15.7404, 47.8049, 193.5, 倒车
  16.4287, 47.9433, 191.368, 倒车
  17.0986, 48.1574, 197.722, 倒车
  17.7425, 48.4429, 203.917, 倒车
  18.3522, 48.796, 210.071, 倒车
  18.9199, 49.2124, 216.263, 倒车
  19.4374, 49.6885, 222.612, 倒车
  19.8948, 50.2223, 229.403, 倒车
  20.2757, 50.8172, 247.5, 倒车
  19.9674, 50.1816, 254.25, 正向
  19.8278, 49.3852, 263.799, 正向
  19.8471, 48.4902, 271.236, 正向
  20.0204, 47.5506, 280.447, 正向
  20.3398, 46.6153, 288.855, 正向
  20.7952, 45.7261, 297.118, 正向
  21.3739, 44.9151, 305.511, 正向
  22.0611, 44.2035, 314.003, 正向
  22.8405, 43.6015, 322.317, 正向
  23.695, 43.1088, 330.031, 正向
  24.6077, 42.7165, 336.745, 正向
  25.5627, 42.4098, 342.19, 正向
  26.5457, 42.1698, 346.283, 正向
  27.5448, 41.9772, 349.09, 正向
  28.5508, 41.8139, 350.777, 正向
  29.557, 41.6647, 351.565, 正向
  30.5595, 41.5184, 351.699, 正向
  31.5566, 41.3679, 351.42, 正向
  32.5483, 41.2098, 350.942, 正向
  33.5354, 41.0435, 350.434, 正向
  34.5195, 40.8701, 350.006, 正向
  35.5018, 40.6917, 349.709, 正向
  36.4836, 40.5106, 349.549, 正向
  37.4656, 40.3287, 349.503, 正向
  38.4482, 40.1472, 349.533, 正向
  39.4314, 39.9667, 349.601, 正向
  40.4152, 39.7875, 349.675, 正向
  41.3993, 39.6093, 349.733, 正向
  42.3835, 39.4314, 349.759, 正向
  43.3676, 39.2534, 349.743, 正向
  44.3516, 39.0742, 349.682, 正向
  45.3352, 38.8933, 349.578, 正向
  46.3185, 38.7099, 349.437, 正向
  47.3014, 38.5239, 349.282, 正向
  48.2839, 38.3354, 349.142, 正向
  49.2663, 38.1456, 349.065, 正向
  50.2488, 37.9565, 349.105, 正向
  51.2318, 37.7712, 349.325, 正向
  52.2159, 37.5938, 349.78, 正向
  53.2017, 37.4292, 350.521, 正向
  54.19, 37.2829, 351.578, 正向
  55.1814, 37.1605, 357.597, 正向
[Path1] 路径规划完成，总用时: 0.0179308 秒
[Path1] Smoothed Path 装载机模拟完成
[Path2] new start x:14.765 y:34.3682 t:180.585
[Path2] new goal x:53.2604 y:50.4214 t:359.275
[Path2] 开始路径规划...
[Path2] A*搜索完成，用时: 0.0147417 秒
[Path2] Raw Path (x, y, heading_deg, drive):
  14.765, 34.3682, 180.585, 正向
  15.4698, 34.417, 173.835, 倒车
  16.1754, 34.3826, 167.085, 倒车
  16.8721, 34.2655, 160.335, 倒车
  17.5502, 34.0673, 153.585, 倒车
  18.2003, 33.7909, 146.835, 倒车
  18.8133, 33.4399, 140.085, 倒车
  19.3809, 33.0193, 133.335, 倒车
  19.8951, 32.5349, 126.585, 倒车
  19.4414, 33.0763, 119.835, 正向
  19.0545, 33.6674, 113.085, 正向
  18.7397, 34.2999, 106.335, 正向
  18.5396, 35.2784, 96.7853, 正向
  18.5045, 36.2767, 87.236, 正向
  18.6356, 37.2669, 77.6868, 正向
  18.9291, 38.2216, 68.1375, 正向
  19.3769, 39.1145, 58.5882, 正向
  19.9666, 39.9206, 49.0389, 正向
  20.6819, 40.6178, 39.4896, 正向
  21.503, 41.1866, 29.9403, 正向
  22.407, 41.6114, 20.391, 正向
  23.3619, 41.9074, 16.3844, 正向
  24.3213, 42.1895, 16.3844, 正向
  25.2807, 42.4716, 16.3844, 正向
  26.2401, 42.7537, 16.3844, 正向
  27.1995, 43.0357, 16.3844, 正向
  28.1589, 43.3178, 16.3844, 正向
  29.1183, 43.5999, 16.3844, 正向
  30.0777, 43.882, 16.3844, 正向
  31.0371, 44.1641, 16.3844, 正向
  31.9964, 44.4461, 16.3844, 正向
  32.9558, 44.7282, 16.3844, 正向
  33.9152, 45.0103, 16.3844, 正向
  34.8746, 45.2924, 16.3844, 正向
  35.834, 45.5745, 16.3844, 正向
  36.7934, 45.8565, 16.3844, 正向
  37.7528, 46.1386, 16.3844, 正向
  38.7122, 46.4207, 16.3844, 正向
  39.6716, 46.7028, 16.3844, 正向
  40.631, 46.9848, 16.3844, 正向
  41.5904, 47.2669, 16.3844, 正向
  42.5498, 47.549, 16.3844, 正向
  43.5091, 47.8311, 16.3844, 正向
  44.4685, 48.1132, 16.3844, 正向
  45.4279, 48.3952, 16.3844, 正向
  46.3873, 48.6773, 16.3844, 正向
  47.3467, 48.9594, 16.3844, 正向
  48.3061, 49.2415, 16.3844, 正向
  49.2655, 49.5236, 16.3844, 正向
  50.2249, 49.8056, 16.3844, 正向
  51.1843, 50.0877, 16.3844, 正向
  52.1531, 50.3325, 9.89743, 正向
  53.148, 50.4217, 0.34813, 正向
[Path2] Smoothed Path (x, y, heading_deg, drive):
  14.765, 34.3682, 180.585, 正向
  15.4698, 34.417, 173.835, 倒车
  16.1724, 34.3732, 167.085, 倒车
  16.8659, 34.2483, 169.787, 倒车
  17.5422, 34.0475, 163.459, 倒车
  18.1928, 33.7741, 157.214, 倒车
  18.809, 33.431, 150.891, 倒车
  19.3809, 33.0193, 144.246, 倒车
  19.8951, 32.5349, 126.585, 倒车
  19.4414, 33.0763, 119.835, 正向
  19.1139, 33.7569, 113.085, 正向
  18.8984, 34.5339, 105.5, 正向
  18.7973, 35.3759, 96.8451, 正向
  18.8175, 36.2537, 88.6841, 正向
  18.9644, 37.1397, 80.5846, 正向
  19.2401, 38.0082, 72.3881, 正向
  19.6429, 38.8368, 64.0718, 正向
  20.1677, 39.6062, 55.7023, 正向
  20.8062, 40.3016, 47.4414, 正向
  21.5462, 40.9136, 39.5934, 正向
  22.371, 41.4407, 32.5808, 正向
  23.2619, 41.8885, 26.6852, 正向
  24.1999, 42.2679, 22.0238, 正向
  25.1676, 42.5931, 18.5755, 正向
  26.1511, 42.8792, 16.222, 正向
  27.14, 43.1402, 14.7849, 正向
  28.1278, 43.3876, 14.0593, 正向
  29.1112, 43.63, 13.8478, 正向
  30.0889, 43.8737, 13.9964, 正向
  31.0607, 44.1235, 14.4176, 正向
  32.0263, 44.3841, 15.0989, 正向
  32.9851, 44.6604, 16.0807, 正向
  33.9354, 44.9584, 17.4091, 正向
  34.8755, 45.2836, 19.0791, 正向
  35.8039, 45.6397, 20.9845, 正向
  36.7207, 46.0267, 22.889, 正向
  37.628, 46.4392, 24.4485, 正向
  38.5305, 46.8653, 25.2738, 正向
  39.4356, 47.2867, 24.9611, 正向
  40.3539, 47.6772, 23.0405, 正向
  41.2979, 48.007, 19.256, 正向
  42.2741, 48.2595, 14.5002, 正向
  43.276, 48.4505, 10.7945, 正向
  44.2894, 48.6135, 9.13709, 正向
  45.3028, 48.776, 9.11231, 正向
  46.3087, 48.9563, 10.1608, 正向
  47.3024, 49.1651, 11.8658, 正向
  48.2824, 49.4034, 13.6691, 正向
  49.2511, 49.6617, 14.9283, 正向
  50.2138, 49.9208, 15.0661, 正向
  51.1782, 50.1547, 13.6313, 正向
  52.1531, 50.3325, 10.3385, 正向
  53.148, 50.4217, 0.34813, 正向
[Path2] 路径规划完成，总用时: 0.0238513 秒
[Path2] Smoothed Path 装载机模拟完成

[Path3] new start x:53.0091 y:63.9258 t:1.48788
[Path3] new goal x:11.6882 y:8.11484 t:180
[Path3] 开始路径规划...
[Path3] A*搜索完成，用时: 0.0720224 秒
[Path3] Raw Path (x, y, heading_deg, drive):
  53.0091, 63.9258, 1.48788, 正向
  52.3052, 63.8659, 354.738, 倒车
  51.5991, 63.8892, 347.988, 倒车
  50.9007, 63.9953, 341.238, 倒车
  50.2196, 64.1827, 334.488, 倒车
  49.601, 64.524, 341.238, 倒车
  48.9467, 64.7902, 347.988, 倒车
  48.2655, 64.9777, 354.738, 倒车
  47.5671, 65.0838, 1.4879, 倒车
  46.861, 65.107, 8.2379, 倒车
  46.1571, 65.0471, 14.9879, 倒车
  45.4651, 64.9049, 21.7379, 倒车
  44.7947, 64.6824, 28.4879, 倒车
  44.155, 64.3826, 35.2379, 倒车
  43.555, 64.0096, 41.9879, 倒车
  43.003, 63.5688, 48.7379, 倒车
  42.5066, 63.0661, 55.4879, 倒车
  42.1061, 62.4836, 55.4879, 倒车
