[Path1] new start x:55.7447 y:63.7705 t:0
[Path1] new goal x:15.6161 y:34.6244 t:179.256
[Path1] 开始路径规划...
[Path1] A*搜索完成，用时: 0.0302072 秒
[Path1] Raw Path (x, y, heading_deg, drive):
  55.7447, 63.7705, 0, 正向
  55.0395, 63.7289, 353.25, 倒车
  54.3343, 63.7705, 346.5, 倒车
  53.6388, 63.8947, 339.75, 倒车
  52.9628, 64.0997, 333, 倒车
  52.3156, 64.3828, 326.25, 倒车
  51.7523, 64.8092, 333, 倒车
  51.1428, 65.1665, 339.75, 倒车
  50.4956, 65.4496, 346.5, 倒车
  49.8196, 65.6546, 353.25, 倒车
  49.1241, 65.7788, 1.00179e-05, 倒车
  48.4189, 65.8204, 6.75001, 倒车
  47.7137, 65.7788, 13.5, 倒车
  47.0182, 65.6546, 20.25, 倒车
  46.3422, 65.4496, 27, 倒车
  45.695, 65.1665, 33.75, 倒车
  45.0855, 64.8092, 40.5, 倒车
  44.5762, 64.3196, 33.75, 倒车
  44.013, 63.8932, 27, 倒车
  43.4035, 63.536, 20.25, 倒车
  42.7562, 63.2529, 13.5, 倒车
  42.0802, 63.0478, 6.75001, 倒车
  41.3848, 62.9236, 9.39151e-06, 倒车
  40.6796, 62.882, 353.25, 倒车
  39.9743, 62.9236, 346.5, 倒车
  39.2789, 63.0478, 339.75, 倒车
  38.6029, 63.2529, 333, 倒车
  37.9556, 63.536, 326.25, 倒车
  37.3461, 63.8932, 319.5, 倒车
  36.7829, 64.3196, 312.75, 倒车
  37.2921, 63.83, 306, 正向
  37.8099, 62.9758, 296.451, 正向
  38.1789, 62.0476, 286.901, 正向
  38.3887, 61.0711, 277.352, 正向
  38.4336, 60.0732, 267.803, 正向
  38.3124, 59.0818, 258.253, 正向
  38.0283, 58.1242, 248.704, 正向
  37.5894, 57.2269, 239.155, 正向
  37.0076, 56.415, 229.607, 正向
  36.3596, 55.6534, 229.607, 正向
  35.7116, 54.8917, 229.607, 正向
  35.0636, 54.1301, 229.607, 正向
  34.4155, 53.3685, 229.607, 正向
  33.7675, 52.6069, 229.607, 正向
  33.1195, 51.8452, 229.607, 正向
  32.4715, 51.0836, 229.607, 正向
  31.8235, 50.322, 229.607, 正向
  31.1754, 49.5604, 229.607, 正向
  30.5274, 48.7988, 229.607, 正向
  29.8794, 48.0371, 229.607, 正向
  29.2314, 47.2755, 229.607, 正向
  28.5834, 46.5139, 229.607, 正向
  27.9353, 45.7523, 229.607, 正向
  27.2873, 44.9906, 229.607, 正向
  26.6393, 44.229, 229.607, 正向
  25.9913, 43.4674, 229.607, 正向
  25.3433, 42.7058, 229.607, 正向
  24.6952, 41.9441, 229.607, 正向
  24.0472, 41.1825, 229.607, 正向
  23.3992, 40.4209, 229.607, 正向
  22.7512, 39.6593, 229.607, 正向
  22.1032, 38.8977, 229.607, 正向
  21.4551, 38.136, 229.607, 正向
  20.8071, 37.3744, 229.607, 正向
  20.1575, 36.6142, 228.066, 正向
  19.4304, 35.9293, 218.516, 正向
  18.5998, 35.3745, 208.967, 正向
  17.6887, 34.9652, 199.418, 正向
  16.7223, 34.7127, 189.868, 正向
  15.7274, 34.624, 180.319, 正向
[Path1] Smoothed Path (x, y, heading_deg, drive):
  55.7447, 63.7705, 0, 正向
  55.0395, 63.7289, 353.25, 倒车
  54.3531, 63.8127, 346.5, 倒车
  53.6809, 63.9805, 345.98, 倒车
  53.0188, 64.2053, 341.246, 倒车
  52.3628, 64.4608, 338.72, 倒车
  51.7096, 64.7221, 338.201, 倒车
  51.0566, 64.9664, 339.487, 倒车
  50.4022, 65.1743, 342.375, 倒车
  49.7458, 65.3307, 346.602, 倒车
  49.0882, 65.4254, 351.799, 倒车
  48.4304, 65.4542, 357.493, 倒车
  47.774, 65.417, 3.24722, 倒车
  47.1208, 65.3137, 8.98477, 倒车
  46.4727, 65.146, 14.5096, 倒车
  45.8303, 64.9217, 19.2469, 倒车
  45.1931, 64.6544, 22.7613, 倒车
  44.5589, 64.3617, 24.7733, 倒车
  43.9246, 64.0639, 25.1491, 倒车
  43.2865, 63.7815, 23.8702, 倒车
  42.6411, 63.5335, 21.023, 倒车
  41.9861, 63.3355, 16.8176, 倒车
  41.3208, 63.199, 11.5913, 倒车
  40.6465, 63.1309, 5.77455, 倒车
  39.967, 63.1331, 359.81, 倒车
  39.288, 63.2075, 353.746, 倒车
  38.6175, 63.3559, 347.524, 倒车
  37.9657, 63.5814, 340.918, 倒车
  37.3461, 63.8932, 333.281, 倒车
  36.7829, 64.3196, 312.75, 倒车
  37.2921, 63.83, 306, 正向
  37.6937, 63.1376, 296.451, 正向
  37.9804, 62.301, 288.914, 正向
  38.141, 61.3681, 279.766, 正向
  38.1686, 60.3825, 271.607, 正向
  38.0617, 59.382, 263.898, 正向
  37.8246, 58.3955, 256.485, 正向
  37.468, 57.443, 249.477, 正向
  37.0079, 56.5346, 243.136, 正向
  36.4638, 55.6724, 237.747, 正向
  35.857, 54.852, 233.512, 正向
  35.208, 54.065, 230.491, 正向
  34.5349, 53.3012, 228.613, 正向
  33.8522, 52.5509, 227.699, 正向
  33.17, 51.8061, 227.51, 正向
  32.4941, 51.0611, 227.784, 正向
  31.8269, 50.3128, 228.28, 正向
  31.168, 49.56, 228.805, 正向
  30.5156, 48.8032, 229.236, 正向
  29.8673, 48.0437, 229.518, 正向
  29.2209, 47.2828, 229.652, 正向
  28.5749, 46.5216, 229.683, 正向
  27.9289, 45.7605, 229.674, 正向
  27.2831, 44.9992, 229.691, 正向
  26.6383, 44.2366, 229.788, 正向
  25.9958, 43.4709, 229.994, 正向
  25.3562, 42.7005, 230.303, 正向
  24.7198, 41.9238, 230.668, 正向
  24.0854, 41.1404, 231.002, 正向
  23.4505, 40.3513, 231.181, 正向
  22.8112, 39.5603, 231.054, 正向
  22.1618, 38.7739, 230.451, 正向
  21.4958, 38.0025, 229.189, 正向
  20.8054, 37.2602, 227.077, 正向
  20.0829, 36.5648, 223.907, 正向
  19.3205, 35.9374, 219.451, 正向
  18.5108, 35.4021, 213.471, 正向
  17.6469, 34.9848, 205.783, 正向
  16.7223, 34.7127, 196.398, 正向
  15.7274, 34.624, 180.319, 正向
[Path1] 路径规划完成，总用时: 0.0400271 秒
[Path1] Smoothed Path 装载机模拟完成
[Path2] new start x:15.6161 y:48.9862 t:180
[Path2] new goal x:55.4068 y:36.6519 t:0
[Path2] 开始路径规划...
[Path2] A*搜索完成，用时: 0.00588294 秒
[Path2] Raw Path (x, y, heading_deg, drive):
  15.6161, 48.9862, 180, 正向
  16.3213, 49.0278, 173.25, 倒车
  17.0265, 48.9862, 166.5, 倒车
  17.722, 48.862, 159.75, 倒车
